Year,Item,Yield (tonnes/ha),Change (C),Annual Mean Precipitation,Air Temp Mean,Frost Days,Hot Days,Ice Days,Summer Days,Sunshine Duration,Tropical Nights,Mean CO2 (ppm),Devil,Gustnado,Hail,Ice,Precip,Snow,Tornado,Wind,Total,Season,Category
1980-01-01,Asparagus,2.2023,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Vegetables and Legumes
1980-01-01,Barley,4.3104,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Cereals
1980-01-01,"Beans, dry",2.4292,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Vegetables and Legumes
1980-01-01,"Broad beans and horse beans, dry",2.4565,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Vegetables and Legumes
1980-01-01,"Broad beans and horse beans, green",10.4409,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Vegetables and Legumes
1980-01-01,Cabbages,29.6605,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Vegetables and Legumes
1980-01-01,Carrots and turnips,31.5252,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Vegetables and Legumes
1980-01-01,Cauliflowers and broccoli,23.2929,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Fall,Vegetables and Legumes
1980-01-01,Cucumbers and gherkins,25.82,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Summer,Vegetables and Legumes
1980-01-01,Gooseberries,2.9992,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Fruits and Nuts
1980-01-01,Grapes,6.9922,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Summer,Fruits and Nuts
1980-01-01,Hop cones,1.4625,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Industrial Crops
1980-01-01,"Lentils, dry",2.1053,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Vegetables and Legumes
1980-01-01,Lettuce and chicory,19.4821,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Vegetables and Legumes
1980-01-01,Lupins,0.7787,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Vegetables and Legumes
1980-01-01,Maize (corn),5.6435,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Summer,Cereals
1980-01-01,Mixed grain,3.5922,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Fall,Cereals
1980-01-01,Mustard seed,1.1927,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Industrial Crops
1980-01-01,Oats,3.8285,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Cereals
1980-01-01,"Onions and shallots, dry (excluding dehydrated)",21.0777,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Fall,Vegetables and Legumes
1980-01-01,"Other beans, green",7.0458,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Vegetables and Legumes
1980-01-01,"Other oil seeds, n.e.c.",1.3645,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,,Industrial Crops
1980-01-01,Other pulses n.e.c.,3.0006,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Vegetables and Legumes
1980-01-01,"Other vegetables, fresh n.e.c.",13.8766,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Vegetables and Legumes
1980-01-01,"Peas, dry",1.8692,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Fall,Vegetables and Legumes
1980-01-01,"Peas, green",5.4336,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Vegetables and Legumes
1980-01-01,Poppy seed,0.557,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Industrial Crops
1980-01-01,Potatoes,20.9328,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Winter,Vegetables and Legumes
1980-01-01,Rape or colza seed,2.6132,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Industrial Crops
1980-01-01,Rye,3.2773,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Fall,Cereals
1980-01-01,Spinach,12.9353,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Vegetables and Legumes
1980-01-01,Sugar beet,40.5118,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Vegetables and Legumes
1980-01-01,Tomatoes,25.8983,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Summer,Vegetables and Legumes
1980-01-01,Unmanufactured tobacco,1.6851,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Year-Round,Industrial Crops
1980-01-01,Vetches,0.8902,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Spring,Industrial Crops
1980-01-01,Wheat,4.7389,-0.19,771.58,7.63,103.61,1.45,30.73,16.18,0.16482876712328767,0.02,338.7625,0,0,6,0,8,1,27,12,54,Fall,Cereals
1981-01-01,Asparagus,2.4513,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Vegetables and Legumes
1981-01-01,Barley,4.0429,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Cereals
1981-01-01,"Beans, dry",2.5941,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Vegetables and Legumes
1981-01-01,"Broad beans and horse beans, dry",2.6467,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Vegetables and Legumes
1981-01-01,"Broad beans and horse beans, green",11.1759,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Vegetables and Legumes
1981-01-01,Cabbages,36.5168,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Vegetables and Legumes
1981-01-01,Carrots and turnips,32.1463,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Vegetables and Legumes
1981-01-01,Cauliflowers and broccoli,24.5964,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Fall,Vegetables and Legumes
1981-01-01,Cucumbers and gherkins,31.5825,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Summer,Vegetables and Legumes
1981-01-01,Gooseberries,3.0748,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Fruits and Nuts
1981-01-01,Grapes,10.8587,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Summer,Fruits and Nuts
1981-01-01,Hop cones,1.6761,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Industrial Crops
1981-01-01,"Lentils, dry",3.75,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Vegetables and Legumes
1981-01-01,Lettuce and chicory,19.9987,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Vegetables and Legumes
1981-01-01,Lupins,0.904,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Vegetables and Legumes
1981-01-01,Maize (corn),6.4444,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Summer,Cereals
1981-01-01,Mixed grain,3.5964,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Fall,Cereals
1981-01-01,Mustard seed,1.2128,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Industrial Crops
1981-01-01,Oats,3.8381,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Cereals
1981-01-01,"Onions and shallots, dry (excluding dehydrated)",23.3004,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Fall,Vegetables and Legumes
1981-01-01,"Other beans, green",8.6551,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Vegetables and Legumes
1981-01-01,"Other oil seeds, n.e.c.",1.0115,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,,Industrial Crops
1981-01-01,Other pulses n.e.c.,2.4699,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Vegetables and Legumes
1981-01-01,"Other vegetables, fresh n.e.c.",15.1242,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Vegetables and Legumes
1981-01-01,"Peas, dry",1.9041,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Fall,Vegetables and Legumes
1981-01-01,"Peas, green",5.7492,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Vegetables and Legumes
1981-01-01,Poppy seed,0.5421,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Industrial Crops
1981-01-01,Potatoes,24.1438,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Winter,Vegetables and Legumes
1981-01-01,Rape or colza seed,2.3188,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Industrial Crops
1981-01-01,Rye,3.0924,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Fall,Cereals
1981-01-01,Spinach,13.4475,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Vegetables and Legumes
1981-01-01,Sugar beet,45.9289,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Vegetables and Legumes
1981-01-01,Tomatoes,32.6519,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Summer,Vegetables and Legumes
1981-01-01,Unmanufactured tobacco,1.9654,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Year-Round,Industrial Crops
1981-01-01,Vetches,1.0357,0.293,897.24,8.19,99.06,2.19,32.04,23.59,0.1589269406392694,0.03,340.12,0,0,2,0,18,0,7,6,33,Spring,Industrial Crops
