Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","1994","1994","hg/ha","241621","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","1995","1995","hg/ha","158809","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","1996","1996","hg/ha","241236","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","1997","1997","hg/ha","213575","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","1998","1998","hg/ha","272961","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","1999","1999","hg/ha","289413","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2000","2000","hg/ha","250944","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2001","2001","hg/ha","254143","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2002","2002","hg/ha","269056","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2003","2003","hg/ha","262493","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2004","2004","hg/ha","302900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2005","2005","hg/ha","275643","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2006","2006","hg/ha","291537","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2007","2007","hg/ha","337327","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2008","2008","hg/ha","329244","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2009","2009","hg/ha","336554","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2010","2010","hg/ha","262409","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2011","2011","hg/ha","284247","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2012","2012","hg/ha","307334","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2013","2013","hg/ha","253984","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2014","2014","hg/ha","354648","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2015","2015","hg/ha","309941","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2016","2016","hg/ha","329646","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2017","2017","hg/ha","175940","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2018","2018","hg/ha","352713","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2019","2019","hg/ha","291775","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2020","2020","hg/ha","301154","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01341","Apples","2021","2021","hg/ha","295653","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1961","1961","tonnes","851000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1962","1962","tonnes","2059000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1963","1963","tonnes","2216000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1964","1964","tonnes","1346000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1965","1965","tonnes","1424000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1966","1966","tonnes","1702000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1967","1967","tonnes","2732000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1968","1968","tonnes","1748000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1969","1969","tonnes","2913000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1970","1970","tonnes","1975000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1971","1971","tonnes","2309000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1972","1972","tonnes","1500000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1973","1973","tonnes","2320000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1974","1974","tonnes","1499477","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1975","1975","tonnes","2488968","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1976","1976","tonnes","1806949","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1977","1977","tonnes","1473564","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1978","1978","tonnes","2109260","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1979","1979","tonnes","2713069","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1980","1980","tonnes","2395094","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1981","1981","tonnes","1285644","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1982","1982","tonnes","3417125","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1983","1983","tonnes","2097458","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1984","1984","tonnes","2347783","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1985","1985","tonnes","2206203","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1986","1986","tonnes","2902106","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1987","1987","tonnes","1592954","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1988","1988","tonnes","3164425","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1989","1989","tonnes","2483089","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1990","1990","tonnes","2222019","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1991","1991","tonnes","780800","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1992","1992","tonnes","1377800","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1993","1993","tonnes","882400","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1994","1994","tonnes","879500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1995","1995","tonnes","573300","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1996","1996","tonnes","878100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1997","1997","tonnes","764600","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1998","1998","tonnes","977200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","1999","1999","tonnes","1036100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2000","2000","tonnes","3136800","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2001","2001","tonnes","1779000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2002","2002","tonnes","1471100","T","Unofficial figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2003","2003","tonnes","818032","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2004","2004","tonnes","979730","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2005","2005","tonnes","891402","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2006","2006","tonnes","947611","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2007","2007","tonnes","1070036","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2008","2008","tonnes","1046995","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2009","2009","tonnes","1070678","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2010","2010","tonnes","834960","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2011","2011","tonnes","898448","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2012","2012","tonnes","972405","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2013","2013","tonnes","803784","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2014","2014","tonnes","1115900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2015","2015","tonnes","973462","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2016","2016","tonnes","1032913","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2017","2017","tonnes","596666","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2018","2018","tonnes","1198520","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2019","2019","tonnes","991450","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2020","2020","tonnes","1023320","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01341","Apples","2021","2021","tonnes","1004630","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1985","1985","ha","850","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1986","1986","ha","820","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1987","1987","ha","800","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1988","1988","ha","755","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1989","1989","ha","725","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1990","1990","ha","685","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1991","1991","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1992","1992","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1993","1993","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1994","1994","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1995","1995","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1996","1996","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1997","1997","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1998","1998","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","1999","1999","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2000","2000","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2001","2001","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2002","2002","ha","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2003","2003","ha","53","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2004","2004","ha","53","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2005","2005","ha","53","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2006","2006","ha","53","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2007","2007","ha","55","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2008","2008","ha","74","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2009","2009","ha","83","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2010","2010","ha","82","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2011","2011","ha","57","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2012","2012","ha","55","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2013","2013","ha","53","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2014","2014","ha","50","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2015","2015","ha","53","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2016","2016","ha","53","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2017","2017","ha","52","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2018","2018","ha","230","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2019","2019","ha","230","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2020","2020","ha","230","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","01343","Apricots","2021","2021","ha","230","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1985","1985","hg/ha","20624","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1986","1986","hg/ha","24951","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1987","1987","hg/ha","22613","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1988","1988","hg/ha","21073","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1989","1989","hg/ha","23448","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1990","1990","hg/ha","25781","I","Imputed value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1991","1991","hg/ha","90000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1992","1992","hg/ha","50000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1993","1993","hg/ha","20000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1994","1994","hg/ha","10000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1995","1995","hg/ha","20000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1996","1996","hg/ha","30000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1997","1997","hg/ha","10000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1998","1998","hg/ha","20000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","1999","1999","hg/ha","20000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2000","2000","hg/ha","30000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2001","2001","hg/ha","10000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2002","2002","hg/ha","20000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2003","2003","hg/ha","34906","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2004","2004","hg/ha","92264","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2005","2005","hg/ha","40755","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2006","2006","hg/ha","56604","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2007","2007","hg/ha","56364","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2008","2008","hg/ha","43044","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2009","2009","hg/ha","42012","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2010","2010","hg/ha","42826","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2011","2011","hg/ha","43350","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2012","2012","hg/ha","43874","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2013","2013","hg/ha","44398","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2014","2014","hg/ha","44005","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2015","2015","hg/ha","43772","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2016","2016","hg/ha","43120","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5419","Yield","01343","Apricots","2017","2017","hg/ha","43444","E","Estimated value"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1961","1961","tonnes","2900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1962","1962","tonnes","2000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1963","1963","tonnes","4198","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1964","1964","tonnes","3100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1965","1965","tonnes","1751","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1966","1966","tonnes","1588","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1967","1967","tonnes","3593","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1968","1968","tonnes","6621","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1969","1969","tonnes","3800","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1970","1970","tonnes","5725","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1971","1971","tonnes","5600","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1972","1972","tonnes","2700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1973","1973","tonnes","4500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1974","1974","tonnes","6000","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1975","1975","tonnes","1231","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1976","1976","tonnes","1440","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1977","1977","tonnes","1782","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1978","1978","tonnes","2987","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1979","1979","tonnes","1244","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1980","1980","tonnes","2646","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1981","1981","tonnes","1298","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1982","1982","tonnes","2560","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1983","1983","tonnes","1503","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1984","1984","tonnes","2128","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1985","1985","tonnes","1753","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1986","1986","tonnes","2046","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1987","1987","tonnes","1809","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1988","1988","tonnes","1591","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1989","1989","tonnes","1700","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1990","1990","tonnes","1766","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1991","1991","tonnes","900","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1992","1992","tonnes","500","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1993","1993","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1994","1994","tonnes","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1995","1995","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1996","1996","tonnes","300","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1997","1997","tonnes","100","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1998","1998","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","1999","1999","tonnes","200","A","Official figure"
"QCL","Crops and livestock products","276","Germany","5510","Production","01343","Apricots","2000","2000","tonnes","300","A","Official figure"
